697,इतना
698,जुआन
699,करि
700,हुँदा
701,मिलदा
702,चलदा
703,बक्खें
704,मिल्ली
705,बोलदे
706,अग्ग
707,लगता
708,थोड़ा
709,किंजा
710,अपणेयां
711,हेठ
712,कुस्सी
713,साईं
714,मंत्री
715,बंद
716,दीपक
717,गाई
718,जान्दे
719,वड्डे
720,समझ
721,वि
722,जोर
723,दिखणा
724,ऐसा
725,लाड़ी
726,तालू
727,घरां
728,बुरी
729,पुच्छी
730,सिर
731,बल्ह
732,बोलदा
733,पासें
734,दैं
735,पास्सैं
736,परधान
737,सुणाई
738,.....
739,अय्या
740,मेळे
741,लेकन
742,रेह
743,कुल्लू
744,कोशिश
745,जानवर
746,खुशी
747,रचना
748,शौक
749,पौंदा
750,सोचा
751,दिंदे
752,गंगा
753,सस्स
754,तिन्नै
755,तुहांजो
756,हन्
757,ग्लाया
758,मरने
759,पीड़
760,ग्रांएं
761,बोलेया
762,गंगी
763,भगतुए
764,बची
765,कभी
766,खुस
767,कपड़े
768,होना
769,माह्णू
770,बात
771,असर
772,इसे
773,तुहाड़े
774,नि
775,सच्ची
776,सैः
777,शायद
778,बाकी
779,जालू
780,वक्त
781,बचारी
782,आहल
783,पार
784,म्हारी
785,कीता
786,फैसला
787,लिखी
788,जाऐ
789,सा
790,चलो
791,काफी
792,चलदे
793,इसदे
794,सुझता
795,लक्खुए
796,अगर
797,पूजा
798,ऐह
799,बेहई
800,दस्स
801,त्रै
802,रैहन्दा
803,दादिया
804,महीने
805,नाम
806,तांह
807,बणाया
808,पैहले
809,जिसा
810,चाचू
811,विद्रोही
812,लोरा
813,सोच्या
814,सुण
815,सी
816,गईयां
817,होन
818,हक
819,दीया
820,तिन्नीं
821,सुख
822,था-
823,मा
824,खुदा
825,जाणदा
826,क्हरे
827,करें
828,बोलणा
829,बडे
830,सस्सू
831,रियां
832,बैठे
833,हण
834,होंदे
835,बारिया
836,करगे
837,बोल्लेया
838,मास
839,आपको
840,गिदड़
841,पुज्जे
842,जोड़ी
843,खड़ोई
844,देणी
845,बेटा
846,कराई
847,हुई
848,बोलया
849,जान्दी
850,लेआ
851,बला
852,जाणां
853,बचार
854,उदे
855,योजना
856,दै
857,बापू
858,सुपने
859,जीणा
860,इक्को
861,परमात्मे
862,चलणा
863,तित्थु
864,बाबे
865,तिह्नां
866,दुआ
867,जबरी
868,पिछले
869,कीती
870,शेरे
871,साड़े
872,पैसा
873,कितणा
874,3
875,असल
876,खैर
877,सिन्धुए
878,फिकर
879,अजकल
880,चीजां
881,बुरे
882,संसारे
883,सैही
884,छोटा
885,हिस्सा
886,असली
887,पचांह
888,सच्च
889,मोआ
890,बोल्ला
891,तिन
892,करियै
893,जेहड़ी
894,खांदे
895,सोई
896,जिन्हां
897,नजर
898,अगले
899,कला
900,इतणे
901,शराब
902,डॉ
903,परमात्मा
904,कुनी
905,पागल
906,बिजली
907,दिखा
908,कुती
909,ऐ-
910,औंदी
911,सामने
912,सुरू
913,उजो
914,किती
915,दिने
916,मुकी
917,नोट
918,गले
919,उट्ठी
920,इसदी
921,अर्जणें
922,सोच्ची
923,क़म्म
924,अप्पूं
925,खात्तर
926,सोनकेसिया
927,तिसरी
928,2
929,ब्हाल
930,मौत
931,लहणा
932,सोच
933,रैह
934,जणास
935,पाणे
936,परिवार
937,कल्ले
938,जिह्यां
939,तिनी
940,मंदर
941,ध्यान
942,बेटी
943,करन
944,पौंदी
945,खाने
946,बाली
947,मतियां
948,जमना
949,अया
950,दस्सेया
951,श्री
952,लग्गै
953,इंयां
954,बिक्रमें
955,गइयो
956,झूठ
957,वदिया
958,काले
959,लैणी
960,दोनों
961,देणां
962,दिखदा
963,मिलणे
964,नं
965,उत्थु
966,सरकार
967,कितया
968,दुद्ध
969,फिल्मा
970,बडी
971,कित्तेया
972,जवाब
973,तिन्‍नीं
974,-2
975,कमाई
